Product_ID,Barcode,Item_Category,Item_Name,Size,Unit_Price,Promotion,Channel,Selling_Date,Member_ID,Arrival_Date,Games_Attended,Seasonal_Pass,Customer_Age_Group,Customer_Region
,,,,,,,,,369988,,4,False,26–40,Canada
,,,,,,,,,371105,,1,False,26–40,Canada
,,,,,,,,,374047,,4,False,26–40,Canada
,,,,,,,,,376834,,8,False,26–40,South Korea
,,,,,,,,,391027,,3,False,60+,Canada
,,,,,,,,,392484,,8,False,26–40,Canada
,,,,,,,,,394518,,8,False,18–25,Canada
,,,,,,,,,395822,,6,False,26–40,Canada
,,,,,,,,,397257,,5,False,60+,Canada
,,,,,,,,,399338,,3,False,26–40,Canada
,,,,,,,,,403926,,4,False,18–25,Canada
,,,,,,,,,407031,,2,False,18–25,Canada
,,,,,,,,,409059,,2,False,18–25,USA
,,,,,,,,,414171,,4,False,18–25,Canada
,,,,,,,,,422269,,5,False,60+,Canada
,,,,,,,,,426181,,2,False,26–40,Canada
,,,,,,,,,429239,,6,False,26–40,Canada
,,,,,,,,,437337,,5,False,41–60,Canada
,,,,,,,,,438302,,2,False,41–60,Canada
,,,,,,,,,439597,,8,False,18–25,USA
,,,,,,,,,440800,,3,False,26–40,Canada
,,,,,,,,,443896,,3,False,41–60,Canada
,,,,,,,,,449032,,8,False,18–25,Canada
,,,,,,,,,451562,,2,False,18–25,Canada
,,,,,,,,,455242,,8,False,26–40,Canada
,,,,,,,,,462782,,5,False,26–40,Canada
,,,,,,,,,464996,,5,False,60+,Canada
,,,,,,,,,469408,,5,False,18–25,Canada
,,,,,,,,,469664,,4,False,18–25,Canada
,,,,,,,,,472786,,1,False,18–25,USA
,,,,,,,,,472970,,6,False,26–40,Canada
,,,,,,,,,478146,,6,False,18–25,Canada
,,,,,,,,,479093,,5,False,18–25,Canada
,,,,,,,,,483509,,2,False,41–60,Canada
,,,,,,,,,484690,,5,False,26–40,Canada
,,,,,,,,,485301,,7,False,18–25,Canada
,,,,,,,,,494784,,7,False,18–25,Canada
,,,,,,,,,505410,,1,False,18–25,Canada
,,,,,,,,,505698,,5,False,26–40,Canada
,,,,,,,,,508688,,8,False,18–25,Canada
,,,,,,,,,512195,,7,False,18–25,Canada
,,,,,,,,,513335,,4,False,26–40,Canada
,,,,,,,,,517783,,21,True,41–60,Canada
,,,,,,,,,517942,,4,False,26–40,Canada
,,,,,,,,,521934,,5,False,60+,Canada
,,,,,,,,,526917,,8,False,<18,Canada
,,,,,,,,,529477,,7,False,18–25,Canada
,,,,,,,,,530169,,6,False,41–60,USA
,,,,,,,,,532219,,7,False,26–40,Canada
,,,,,,,,,535116,,6,False,18–25,Canada
,,,,,,,,,537630,,1,False,<18,Canada
,,,,,,,,,551154,,1,False,18–25,Canada
,,,,,,,,,551312,,6,False,18–25,Canada
,,,,,,,,,552978,,8,False,18–25,Canada
,,,,,,,,,559604,,4,False,18–25,Canada
,,,,,,,,,560578,,2,False,41–60,Canada
,,,,,,,,,567044,,7,False,41–60,Canada
,,,,,,,,,571250,,7,False,18–25,Canada
,,,,,,,,,574621,,8,False,26–40,Canada
,,,,,,,,,593517,,4,False,41–60,Canada
,,,,,,,,,593680,,3,False,18–25,Canada
,,,,,,,,,594979,,2,False,18–25,Canada
,,,,,,,,,595757,,6,False,41–60,Canada
,,,,,,,,,597563,,6,False,41–60,Canada
,,,,,,,,,601450,,1,False,<18,Canada
,,,,,,,,,606866,,2,False,<18,Canada
,,,,,,,,,609006,,2,False,18–25,Canada
,,,,,,,,,612376,,16,True,60+,Canada
,,,,,,,,,620609,,3,False,26–40,Canada
,,,,,,,,,621495,,3,False,26–40,Canada
,,,,,,,,,625636,,7,False,26–40,Canada
,,,,,,,,,629545,,30,True,18–25,Canada
,,,,,,,,,631157,,1,False,41–60,Canada
,,,,,,,,,638729,,3,False,26–40,Canada
,,,,,,,,,639385,,6,False,18–25,Canada
,,,,,,,,,642325,,29,True,18–25,Canada
,,,,,,,,,643711,,3,False,26–40,Canada
,,,,,,,,,644419,,1,False,41–60,Canada
,,,,,,,,,647642,,5,False,18–25,Canada
,,,,,,,,,655510,,6,False,18–25,Canada
,,,,,,,,,658778,,7,False,41–60,Canada
,,,,,,,,,665438,,4,False,18–25,Canada
,,,,,,,,,669186,,2,False,<18,Canada
,,,,,,,,,672631,,21,True,18–25,Canada
,,,,,,,,,683226,,7,False,18–25,Japan
,,,,,,,,,683843,,1,False,41–60,USA
,,,,,,,,,690061,,2,False,18–25,Canada
,,,,,,,,,693458,,6,False,18–25,Canada
,,,,,,,,,698509,,6,False,26–40,Canada
,,,,,,,,,705067,,4,False,18–25,Canada
,,,,,,,,,705404,,7,False,18–25,Canada
,,,,,,,,,717627,,2,False,26–40,Canada
,,,,,,,,,721607,,2,False,26–40,Canada
,,,,,,,,,724548,,5,False,41–60,Canada
,,,,,,,,,728187,,7,False,18–25,Canada
,,,,,,,,,728475,,4,False,18–25,Canada
,,,,,,,,,730982,,4,False,18–25,Canada
,,,,,,,,,748365,,3,False,18–25,Canada
,,,,,,,,,749530,,2,False,18–25,Canada
,,,,,,,,,749779,,5,False,41–60,Canada
,,,,,,,,,751455,,8,False,<18,Canada
,,,,,,,,,754109,,4,False,26–40,USA
,,,,,,,,,758592,,6,False,18–25,India
,,,,,,,,,761307,,1,False,18–25,USA
,,,,,,,,,765081,,7,False,18–25,Canada
,,,,,,,,,771869,,2,False,18–25,Canada
,,,,,,,,,773576,,2,False,26–40,Canada
,,,,,,,,,774226,,6,False,41–60,Canada
,,,,,,,,,776096,,6,False,41–60,Canada
,,,,,,,,,778925,,2,False,26–40,Canada
,,,,,,,,,784190,,1,False,18–25,Canada
,,,,,,,,,784683,,8,False,18–25,Canada
,,,,,,,,,789501,,5,False,26–40,Japan
,,,,,,,,,791167,,8,False,<18,Canada
,,,,,,,,,794397,,28,True,18–25,USA
,,,,,,,,,801833,,4,False,<18,USA
,,,,,,,,,810724,,3,False,41–60,Canada
,,,,,,,,,811520,,1,False,41–60,Canada
,,,,,,,,,812554,,8,False,18–25,Canada
,,,,,,,,,822459,,4,False,18–25,Canada
,,,,,,,,,823855,,3,False,18–25,Canada
,,,,,,,,,828060,,7,False,18–25,Canada
,,,,,,,,,834543,,6,False,60+,Canada
,,,,,,,,,845765,,1,False,18–25,Canada
,,,,,,,,,850662,,1,False,<18,Canada
,,,,,,,,,850858,,2,False,18–25,USA
,,,,,,,,,852825,,2,False,60+,USA
,,,,,,,,,853916,,6,False,18–25,Canada
,,,,,,,,,858700,,4,False,<18,Canada
,,,,,,,,,866796,,8,False,18–25,Canada
,,,,,,,,,874462,,26,True,26–40,Canada
,,,,,,,,,876166,,2,False,<18,UK
,,,,,,,,,881203,,7,False,26–40,Canada
,,,,,,,,,894818,,6,False,18–25,Canada
,,,,,,,,,899881,,8,False,18–25,Canada
,,,,,,,,,906898,,4,False,41–60,Canada
,,,,,,,,,913548,,1,False,18–25,Canada
,,,,,,,,,922278,,7,False,18–25,Canada
,,,,,,,,,925048,,7,False,26–40,UK
,,,,,,,,,925444,,2,False,<18,Canada
,,,,,,,,,927385,,6,False,<18,Canada
,,,,,,,,,930010,,6,False,18–25,Canada
,,,,,,,,,932003,,2,False,18–25,Canada
,,,,,,,,,936663,,5,False,<18,Canada
,,,,,,,,,941925,,2,False,26–40,Canada
,,,,,,,,,949573,,3,False,18–25,Canada
,,,,,,,,,951834,,8,False,26–40,Canada
,,,,,,,,,953549,,5,False,26–40,Canada
,,,,,,,,,953810,,7,False,26–40,Canada
,,,,,,,,,959591,,2,False,41–60,Canada
,,,,,,,,,965490,,28,True,26–40,Canada
,,,,,,,,,969907,,4,False,26–40,Canada
,,,,,,,,,979132,,2,False,18–25,Canada
,,,,,,,,,985655,,3,False,26–40,Canada
,,,,,,,,,985696,,8,False,41–60,Canada
,,,,,,,,,994479,,6,False,18–25,Canada
,,,,,,,,,997611,,4,False,26–40,Canada
,,,,,,,,,997632,,7,False,41–60,Canada
,,,,,,,,,1002780,,5,False,26–40,Canada
,,,,,,,,,1006909,,8,False,18–25,Canada
,,,,,,,,,1009398,,1,False,18–25,Canada
,,,,,,,,,1015843,,6,False,18–25,Canada
,,,,,,,,,1016742,,8,False,<18,India
,,,,,,,,,1019465,,8,False,26–40,Canada
,,,,,,,,,1023775,,6,False,26–40,Canada
,,,,,,,,,1031282,,5,False,<18,Canada
,,,,,,,,,1037908,,8,False,18–25,Canada
,,,,,,,,,1041319,,8,False,18–25,Canada
,,,,,,,,,1044352,,4,False,26–40,Canada
,,,,,,,,,1045128,,3,False,18–25,Canada
,,,,,,,,,1052134,,5,False,<18,Canada
,,,,,,,,,1052879,,24,True,26–40,Canada
,,,,,,,,,1056600,,3,False,41–60,Canada
,,,,,,,,,1072481,,5,False,26–40,Canada
,,,,,,,,,1086265,,7,False,60+,Canada
,,,,,,,,,1086350,,5,False,26–40,Canada
,,,,,,,,,1086980,,4,False,41–60,Canada
,,,,,,,,,1091432,,16,True,18–25,Canada
,,,,,,,,,1092417,,6,False,18–25,Canada
,,,,,,,,,1100058,,1,False,18–25,Canada
,,,,,,,,,1101224,,8,False,60+,Canada
,,,,,,,,,1107590,,1,False,18–25,Canada
,,,,,,,,,1110422,,2,False,26–40,Canada
,,,,,,,,,1119234,,5,False,18–25,Canada
,,,,,,,,,1135374,,7,False,60+,Canada
,,,,,,,,,1140845,,3,False,26–40,Canada
,,,,,,,,,1144386,,1,False,18–25,Canada
,,,,,,,,,1148904,,4,False,18–25,Canada
,,,,,,,,,1153876,,6,False,18–25,Canada
,,,,,,,,,1177649,,6,False,<18,Canada
,,,,,,,,,1178750,,2,False,18–25,Canada
,,,,,,,,,1181411,,2,False,18–25,Canada
,,,,,,,,,1183548,,3,False,<18,Canada
,,,,,,,,,1183656,,1,False,26–40,Canada
,,,,,,,,,1189309,,2,False,18–25,Canada
,,,,,,,,,1191376,,4,False,18–25,Canada
,,,,,,,,,1214055,,2,False,41–60,Canada
,,,,,,,,,1215327,,6,False,41–60,Canada
,,,,,,,,,1221356,,2,False,18–25,Canada
,,,,,,,,,1233388,,1,False,18–25,Canada
,,,,,,,,,1233906,,3,False,18–25,Canada
,,,,,,,,,1235697,,3,False,60+,Canada
,,,,,,,,,1244545,,6,False,18–25,Canada
,,,,,,,,,1248146,,8,False,41–60,Canada
,,,,,,,,,1248866,,2,False,41–60,Canada
,,,,,,,,,1249330,,7,False,18–25,Canada
,,,,,,,,,1253970,,2,False,26–40,Canada
,,,,,,,,,1254783,,2,False,18–25,Canada
,,,,,,,,,1256646,,5,False,41–60,USA
,,,,,,,,,1259695,,8,False,26–40,USA
,,,,,,,,,1267268,,2,False,26–40,Canada
,,,,,,,,,1267956,,1,False,41–60,Canada
,,,,,,,,,1269551,,6,False,18–25,Canada
,,,,,,,,,1273684,,1,False,41–60,Canada
,,,,,,,,,1278874,,6,False,18–25,Canada
,,,,,,,,,1279617,,7,False,18–25,USA
,,,,,,,,,1281011,,4,False,<18,Canada
,,,,,,,,,1282212,,6,False,18–25,Canada
,,,,,,,,,1284821,,20,True,18–25,Canada
,,,,,,,,,1291845,,1,False,18–25,Canada
,,,,,,,,,1301490,,1,False,26–40,Canada
,,,,,,,,,1310568,,3,False,26–40,Canada
,,,,,,,,,1311195,,4,False,26–40,Canada
,,,,,,,,,1313795,,7,False,26–40,Canada
,,,,,,,,,1317257,,6,False,18–25,Canada
,,,,,,,,,1320789,,3,False,18–25,Canada
,,,,,,,,,1322559,,8,False,18–25,Canada
,,,,,,,,,1333983,,7,False,41–60,Canada
,,,,,,,,,1338108,,6,False,18–25,Canada
,,,,,,,,,1342223,,8,False,18–25,Canada
,,,,,,,,,1347983,,4,False,18–25,Canada
,,,,,,,,,1353665,,3,False,26–40,Canada
,,,,,,,,,1370406,,8,False,26–40,Canada
,,,,,,,,,1372329,,5,False,18–25,Canada
,,,,,,,,,1375191,,8,False,26–40,Canada
,,,,,,,,,1387144,,5,False,26–40,Canada
,,,,,,,,,1395802,,1,False,18–25,Canada
,,,,,,,,,1402777,,4,False,60+,USA
,,,,,,,,,1404621,,6,False,26–40,Canada
,,,,,,,,,1405300,,7,False,<18,Canada
,,,,,,,,,1412008,,6,False,26–40,Canada
,,,,,,,,,1413801,,5,False,18–25,Canada
,,,,,,,,,1414660,,5,False,18–25,Canada
,,,,,,,,,1418058,,1,False,18–25,Canada
,,,,,,,,,1433592,,6,False,18–25,Canada
,,,,,,,,,1435173,,1,False,41–60,Canada
,,,,,,,,,1436712,,5,False,18–25,Canada
,,,,,,,,,1440233,,3,False,18–25,Canada
,,,,,,,,,1456216,,1,False,26–40,Canada
,,,,,,,,,1456798,,4,False,41–60,Canada
,,,,,,,,,1468203,,1,False,26–40,Canada
,,,,,,,,,1472877,,5,False,26–40,Canada
,,,,,,,,,1479071,,2,False,26–40,Canada
,,,,,,,,,1487119,,4,False,26–40,USA
,,,,,,,,,1492305,,23,True,26–40,Canada
,,,,,,,,,1492519,,7,False,18–25,Canada
,,,,,,,,,1493081,,8,False,26–40,Canada
,,,,,,,,,1493590,,8,False,18–25,Canada
,,,,,,,,,1499046,,8,False,18–25,Canada
,,,,,,,,,1503368,,2,False,18–25,Canada
,,,,,,,,,1505817,,6,False,18–25,Canada
,,,,,,,,,1516533,,4,False,18–25,Japan
,,,,,,,,,1518200,,5,False,18–25,Canada
,,,,,,,,,1530924,,7,False,18–25,Canada
,,,,,,,,,1533557,,5,False,18–25,Canada
,,,,,,,,,1534827,,2,False,<18,Canada
,,,,,,,,,1536803,,5,False,26–40,Canada
,,,,,,,,,1538649,,4,False,41–60,Canada
,,,,,,,,,1543101,,6,False,18–25,Canada
,,,,,,,,,1546565,,7,False,18–25,Canada
,,,,,,,,,1548622,,7,False,60+,Canada
,,,,,,,,,1551061,,3,False,18–25,USA
,,,,,,,,,1552548,,4,False,41–60,Canada
,,,,,,,,,1558615,,1,False,26–40,USA
,,,,,,,,,1561696,,5,False,18–25,Canada
,,,,,,,,,1563729,,2,False,18–25,Canada
,,,,,,,,,1565831,,3,False,18–25,Canada
,,,,,,,,,1567762,,1,False,18–25,Canada
,,,,,,,,,1579715,,2,False,41–60,Canada
,,,,,,,,,1585197,,6,False,<18,Canada
,,,,,,,,,1612600,,4,False,26–40,Canada
,,,,,,,,,1619039,,4,False,18–25,Canada
,,,,,,,,,1621438,,3,False,18–25,Canada
,,,,,,,,,1621987,,4,False,26–40,India
,,,,,,,,,1623923,,3,False,41–60,Canada
,,,,,,,,,1624451,,6,False,41–60,Canada
,,,,,,,,,1625603,,5,False,41–60,Canada
,,,,,,,,,1629861,,3,False,<18,Canada
,,,,,,,,,1631052,,6,False,26–40,Canada
,,,,,,,,,1635685,,5,False,18–25,USA
,,,,,,,,,1642961,,4,False,26–40,Canada
,,,,,,,,,1646572,,7,False,26–40,Canada
,,,,,,,,,1647933,,8,False,60+,USA
,,,,,,,,,1652185,,3,False,60+,Canada
,,,,,,,,,1663991,,6,False,<18,Canada
,,,,,,,,,1669824,,7,False,26–40,Canada
,,,,,,,,,1675207,,8,False,18–25,Canada
,,,,,,,,,1676247,,6,False,18–25,Canada
,,,,,,,,,1676664,,2,False,18–25,USA
,,,,,,,,,1691283,,8,False,26–40,Canada
,,,,,,,,,1691570,,5,False,18–25,Canada
,,,,,,,,,1695729,,6,False,18–25,Canada
,,,,,,,,,1699674,,5,False,18–25,Canada
,,,,,,,,,1703916,,7,False,18–25,Canada
,,,,,,,,,1709582,,4,False,18–25,Canada
,,,,,,,,,1710482,,19,True,18–25,Canada
,,,,,,,,,1717612,,2,False,41–60,Canada
,,,,,,,,,1725887,,7,False,41–60,Canada
,,,,,,,,,1728892,,1,False,41–60,Canada
,,,,,,,,,1731006,,6,False,18–25,Canada
,,,,,,,,,1736034,,6,False,41–60,Canada
,,,,,,,,,1736548,,7,False,<18,Canada
,,,,,,,,,1737541,,7,False,41–60,Canada
,,,,,,,,,1740899,,5,False,18–25,Canada
,,,,,,,,,1758420,,3,False,18–25,Canada
,,,,,,,,,1765089,,2,False,18–25,Canada
,,,,,,,,,1765301,,3,False,41–60,Canada
,,,,,,,,,1767217,,8,False,18–25,Canada
,,,,,,,,,1767426,,8,False,<18,Canada
,,,,,,,,,1767452,,7,False,41–60,Canada
,,,,,,,,,1772641,,1,False,18–25,Canada
,,,,,,,,,1776010,,7,False,60+,Canada
,,,,,,,,,1778638,,7,False,41–60,Canada
,,,,,,,,,1783428,,3,False,60+,Canada
,,,,,,,,,1795937,,6,False,18–25,Canada
,,,,,,,,,1798211,,6,False,26–40,Canada
,,,,,,,,,1800419,,6,False,18–25,Canada
,,,,,,,,,1814782,,2,False,26–40,Canada
,,,,,,,,,1820470,,6,False,60+,USA
,,,,,,,,,1837878,,4,False,18–25,China
,,,,,,,,,1849763,,8,False,26–40,South Korea
,,,,,,,,,1851103,,3,False,26–40,USA
,,,,,,,,,1853175,,4,False,18–25,Canada
,,,,,,,,,1855511,,3,False,41–60,Canada
,,,,,,,,,1859656,,25,True,18–25,Canada
,,,,,,,,,1863071,,1,False,18–25,Canada
,,,,,,,,,1863898,,4,False,18–25,Canada
,,,,,,,,,1864568,,22,True,26–40,Canada
,,,,,,,,,1873299,,19,True,60+,USA
,,,,,,,,,1874785,,7,False,18–25,Canada
,,,,,,,,,1875557,,6,False,18–25,Canada
,,,,,,,,,1876380,,1,False,18–25,Canada
,,,,,,,,,1876807,,4,False,41–60,Canada
,,,,,,,,,1877306,,4,False,41–60,Canada
,,,,,,,,,1880887,,7,False,<18,Canada
,,,,,,,,,1883091,,5,False,18–25,Canada
,,,,,,,,,1883520,,5,False,26–40,China
,,,,,,,,,1886730,,5,False,18–25,Canada
,,,,,,,,,1890709,,7,False,26–40,USA
,,,,,,,,,1892213,,18,True,18–25,Canada
,,,,,,,,,1901487,,4,False,26–40,Canada
,,,,,,,,,1906121,,7,False,18–25,Canada
,,,,,,,,,1917232,,4,False,18–25,Japan
,,,,,,,,,1930814,,5,False,<18,Canada
,,,,,,,,,1931524,,6,False,26–40,Canada
,,,,,,,,,1933181,,1,False,18–25,Canada
,,,,,,,,,1934636,,8,False,18–25,Canada
,,,,,,,,,1936540,,4,False,18–25,Canada
,,,,,,,,,1936885,,5,False,26–40,Canada
,,,,,,,,,1942462,,3,False,18–25,Canada
,,,,,,,,,1944188,,2,False,<18,Canada
,,,,,,,,,1948237,,6,False,26–40,Canada
,,,,,,,,,1949668,,8,False,41–60,Canada
,,,,,,,,,1952553,,1,False,26–40,Canada
,,,,,,,,,1956416,,8,False,18–25,USA
,,,,,,,,,1957531,,7,False,18–25,Canada
,,,,,,,,,1966615,,3,False,18–25,Canada
,,,,,,,,,1967333,,2,False,18–25,Canada
,,,,,,,,,1968676,,1,False,60+,Canada
,,,,,,,,,1970179,,16,True,41–60,Canada
,,,,,,,,,1970375,,5,False,18–25,Canada
,,,,,,,,,1976641,,1,False,26–40,Canada
,,,,,,,,,1982429,,5,False,26–40,USA
,,,,,,,,,1983788,,8,False,<18,Canada
,,,,,,,,,1985920,,7,False,41–60,Canada
,,,,,,,,,2005235,,3,False,<18,Canada
,,,,,,,,,2005952,,4,False,18–25,USA
,,,,,,,,,2009180,,6,False,26–40,Canada
,,,,,,,,,2015612,,1,False,18–25,Canada
,,,,,,,,,2019135,,1,False,18–25,Canada
,,,,,,,,,2019763,,6,False,26–40,Canada
,,,,,,,,,2036302,,3,False,41–60,Canada
,,,,,,,,,2036434,,8,False,60+,Canada
,,,,,,,,,2036541,,3,False,18–25,Canada
,,,,,,,,,2037083,,8,False,26–40,Canada
,,,,,,,,,2037524,,8,False,18–25,Canada
,,,,,,,,,2039522,,4,False,18–25,USA
,,,,,,,,,2041148,,6,False,18–25,USA
,,,,,,,,,2042972,,7,False,18–25,Canada
,,,,,,,,,2048668,,6,False,18–25,Japan
,,,,,,,,,2052283,,3,False,18–25,Canada
,,,,,,,,,2053722,,6,False,18–25,USA
,,,,,,,,,2056080,,3,False,41–60,Canada
,,,,,,,,,2062461,,6,False,18–25,Canada
,,,,,,,,,2074000,,6,False,41–60,Canada
,,,,,,,,,2074304,,5,False,18–25,Canada
,,,,,,,,,2078675,,5,False,18–25,Canada
,,,,,,,,,2079529,,5,False,18–25,USA
,,,,,,,,,2083124,,3,False,18–25,Canada
,,,,,,,,,2083741,,5,False,18–25,Canada
,,,,,,,,,2086879,,1,False,18–25,Canada
,,,,,,,,,2087595,,8,False,<18,Canada
,,,,,,,,,2095146,,3,False,26–40,Canada
,,,,,,,,,2100304,,4,False,18–25,Canada
,,,,,,,,,2104254,,2,False,<18,Canada
,,,,,,,,,2112808,,2,False,18–25,Canada
,,,,,,,,,2119155,,5,False,18–25,Canada
,,,,,,,,,2121259,,5,False,26–40,Canada
,,,,,,,,,2125630,,5,False,18–25,USA
,,,,,,,,,2127612,,1,False,26–40,Canada
,,,,,,,,,2127776,,6,False,18–25,Canada
,,,,,,,,,2132664,,4,False,41–60,Canada
,,,,,,,,,2133677,,4,False,41–60,USA
,,,,,,,,,2134357,,7,False,41–60,Canada
,,,,,,,,,2144437,,7,False,26–40,Canada
,,,,,,,,,2146135,,4,False,18–25,Canada
,,,,,,,,,2146671,,6,False,18–25,Canada
,,,,,,,,,2149213,,8,False,41–60,Canada
,,,,,,,,,2154936,,5,False,18–25,Canada
,,,,,,,,,2159430,,2,False,18–25,Canada
,,,,,,,,,2160433,,5,False,18–25,Canada
,,,,,,,,,2160781,,1,False,26–40,Canada
,,,,,,,,,2163252,,3,False,26–40,Canada
,,,,,,,,,2163639,,3,False,60+,Canada
,,,,,,,,,2165680,,5,False,26–40,Canada
,,,,,,,,,2169516,,5,False,26–40,Canada
,,,,,,,,,2178896,,4,False,26–40,Canada
,,,,,,,,,2184293,,3,False,18–25,Canada
,,,,,,,,,2185295,,4,False,18–25,Canada
,,,,,,,,,2189289,,6,False,26–40,Canada
,,,,,,,,,2202598,,8,False,26–40,Canada
,,,,,,,,,2203561,,3,False,18–25,Canada
,,,,,,,,,2209479,,4,False,41–60,USA
,,,,,,,,,2231000,,8,False,26–40,USA
,,,,,,,,,2234134,,5,False,60+,Canada
,,,,,,,,,2240572,,3,False,18–25,Canada
,,,,,,,,,2244535,,2,False,26–40,Canada
,,,,,,,,,2248621,,1,False,18–25,Canada
,,,,,,,,,2249485,,2,False,18–25,Canada
,,,,,,,,,2275153,,18,True,26–40,Canada
,,,,,,,,,2280648,,4,False,41–60,Canada
,,,,,,,,,2281147,,4,False,18–25,Canada
,,,,,,,,,2281690,,3,False,18–25,Canada
,,,,,,,,,2289482,,8,False,18–25,Canada
,,,,,,,,,2308622,,6,False,41–60,Canada
,,,,,,,,,2316481,,19,True,26–40,Canada
,,,,,,,,,2328079,,1,False,26–40,Canada
,,,,,,,,,2332567,,4,False,<18,USA
,,,,,,,,,2333699,,1,False,26–40,Canada
,,,,,,,,,2343889,,5,False,26–40,Canada
,,,,,,,,,2343979,,28,True,18–25,Canada
,,,,,,,,,2347260,,7,False,26–40,Canada
,,,,,,,,,2349494,,1,False,41–60,Canada
,,,,,,,,,2349745,,6,False,26–40,Canada
,,,,,,,,,2355289,,6,False,18–25,Canada
,,,,,,,,,2358125,,4,False,26–40,Canada
,,,,,,,,,2359524,,2,False,18–25,China
,,,,,,,,,2368249,,2,False,<18,Canada
,,,,,,,,,2374284,,3,False,<18,USA
,,,,,,,,,2376003,,2,False,18–25,Canada
,,,,,,,,,2376709,,5,False,18–25,Canada
,,,,,,,,,2381480,,3,False,41–60,Canada
,,,,,,,,,2381971,,5,False,<18,Canada
,,,,,,,,,2382307,,4,False,<18,Canada
,,,,,,,,,2383519,,8,False,26–40,Canada
,,,,,,,,,2390124,,3,False,18–25,USA
,,,,,,,,,2395752,,8,False,18–25,USA
