Member_ID,Customer_Age_Group,Games_Attended,Seasonal_Pass,Customer_Region,Region_Type
10010043,26–40,4,False,Canada,Domestic
15590030,26–40,7,False,Canada,Domestic
18309184,18–25,7,False,Canada,Domestic
28130273,18–25,8,False,Canada,Domestic
60466976,18–25,5,False,Canada,Domestic
83936007,18–25,6,False,Canada,Domestic
10011776,18–25,19,True,Canada,Domestic
10038793,18–25,2,False,Canada,Domestic
10033892,18–25,2,False,Canada,Domestic
52835908,26–40,25,True,Canada,Domestic
10040788,26–40,4,False,Canada,Domestic
24421018,18–25,8,False,Canada,Domestic
10015914,41–60,3,False,Canada,Domestic
10038377,18–25,6,False,Canada,Domestic
10029840,18–25,2,False,Canada,Domestic
47140846,41–60,3,False,Canada,Domestic
10017029,41–60,5,False,Canada,Domestic
85249679,41–60,3,False,Canada,Domestic
10005286,18–25,8,False,Canada,Domestic
18946453,<18,4,False,Canada,Domestic
10894509,41–60,4,False,USA,International
10014127,18–25,2,False,Canada,Domestic
86206156,41–60,5,False,Canada,Domestic
10690013,18–25,7,False,Canada,Domestic
10003926,18–25,2,False,Canada,Domestic
10015288,18–25,8,False,Canada,Domestic
10023229,18–25,1,False,Canada,Domestic
8655665,18–25,2,False,Canada,Domestic
10027748,26–40,2,False,Canada,Domestic
69651469,<18,5,False,Canada,Domestic
10013331,60+,2,False,USA,International
89396559,26–40,19,True,Canada,Domestic
10015803,26–40,28,True,Canada,Domestic
10028910,26–40,3,False,Canada,Domestic
10000576,26–40,5,False,Japan,International
10023640,26–40,4,False,Canada,Domestic
8824223,18–25,2,False,Canada,Domestic
10043298,18–25,6,False,Canada,Domestic
10039592,26–40,1,False,Canada,Domestic
10019393,<18,5,False,Canada,Domestic
10043808,18–25,4,False,Canada,Domestic
10023425,26–40,6,False,Canada,Domestic
10029762,<18,1,False,Canada,Domestic
10031459,60+,8,False,Canada,Domestic
98301743,26–40,7,False,USA,International
19844967,18–25,5,False,Canada,Domestic
10023938,18–25,2,False,Canada,Domestic
6350301,18–25,8,False,Canada,Domestic
10015370,<18,1,False,Canada,Domestic
10012289,60+,8,False,Canada,Domestic
10025856,18–25,7,False,Canada,Domestic
10029660,41–60,21,True,Canada,Domestic
10035275,41–60,7,False,Canada,Domestic
10011405,41–60,24,True,Canada,Domestic
89180351,<18,2,False,Canada,Domestic
58079972,18–25,7,False,USA,International
10004635,18–25,1,False,Canada,Domestic
16261972,41–60,2,False,Canada,Domestic
10027402,18–25,3,False,Canada,Domestic
48681376,18–25,7,False,USA,International
18749668,26–40,8,False,Canada,Domestic
10022384,18–25,1,False,Canada,Domestic
6507953,41–60,1,False,Canada,Domestic
10019973,<18,1,False,USA,International
10004797,<18,4,False,Canada,Domestic
10035931,60+,6,False,Canada,Domestic
10012417,18–25,2,False,Canada,Domestic
88144281,18–25,1,False,Canada,Domestic
10038881,18–25,6,False,Canada,Domestic
10029641,18–25,7,False,Canada,Domestic
10036727,26–40,8,False,Canada,Domestic
77360027,<18,8,False,Canada,Domestic
10032242,18–25,3,False,Canada,Domestic
10027229,26–40,1,False,Canada,Domestic
10038677,<18,6,False,Canada,Domestic
23913860,<18,1,False,Canada,Domestic
10043405,41–60,7,False,Canada,Domestic
88092939,18–25,1,False,Canada,Domestic
47973369,<18,1,False,Canada,Domestic
10018625,41–60,3,False,Canada,Domestic
2581856,<18,4,False,Canada,Domestic
78911748,26–40,3,False,Canada,Domestic
10007592,18–25,2,False,Canada,Domestic
10000781,18–25,7,False,Canada,Domestic
32932788,26–40,5,False,Canada,Domestic
27462568,18–25,3,False,India,International
10012923,18–25,1,False,Canada,Domestic
99382603,18–25,2,False,Canada,Domestic
10029458,41–60,1,False,Canada,Domestic
10016677,18–25,6,False,Canada,Domestic
10025419,41–60,5,False,Canada,Domestic
57499557,<18,17,True,Canada,Domestic
79686249,26–40,7,False,Canada,Domestic
10013624,18–25,6,False,Canada,Domestic
10025396,26–40,4,False,Canada,Domestic
10043736,60+,6,False,Canada,Domestic
10012084,18–25,2,False,Canada,Domestic
81433672,60+,5,False,Canada,Domestic
21104033,<18,5,False,Canada,Domestic
10005753,18–25,1,False,Canada,Domestic
10022166,18–25,2,False,Canada,Domestic
75899523,26–40,8,False,Canada,Domestic
53357977,<18,6,False,Canada,Domestic
10006274,60+,1,False,Canada,Domestic
10044437,41–60,22,True,Canada,Domestic
10004368,18–25,8,False,Canada,Domestic
10001736,<18,1,False,Canada,Domestic
10035590,18–25,21,True,Canada,Domestic
10022488,60+,1,False,Canada,Domestic
42320378,18–25,17,True,Canada,Domestic
10013756,26–40,6,False,Canada,Domestic
10021282,26–40,6,False,Canada,Domestic
10033362,41–60,7,False,USA,International
10043148,26–40,3,False,Canada,Domestic
10011096,26–40,4,False,Canada,Domestic
10029545,18–25,4,False,Canada,Domestic
10019450,18–25,3,False,Canada,Domestic
66693418,41–60,6,False,Canada,Domestic
10021454,26–40,8,False,Canada,Domestic
12425642,18–25,8,False,Canada,Domestic
10023340,60+,1,False,Canada,Domestic
95739551,18–25,5,False,Canada,Domestic
10030421,18–25,16,True,Canada,Domestic
44233836,26–40,16,True,Canada,Domestic
10001478,18–25,30,True,Canada,Domestic
10041093,18–25,4,False,Canada,Domestic
10013567,18–25,6,False,Canada,Domestic
6655168,<18,4,False,Canada,Domestic
10019478,18–25,8,False,Canada,Domestic
10005078,41–60,3,False,Canada,Domestic
32885637,18–25,7,False,Canada,Domestic
10016649,18–25,8,False,Canada,Domestic
13865290,41–60,7,False,Canada,Domestic
5256183,41–60,3,False,Canada,Domestic
10011547,18–25,5,False,Canada,Domestic
7050706,18–25,4,False,Canada,Domestic
10003598,41–60,3,False,Canada,Domestic
10016362,18–25,5,False,Canada,Domestic
74958116,18–25,1,False,Canada,Domestic
10009195,18–25,24,True,Canada,Domestic
10021836,18–25,8,False,Canada,Domestic
49087873,18–25,5,False,Canada,Domestic
74961621,41–60,5,False,Canada,Domestic
10015395,26–40,6,False,Canada,Domestic
11340805,18–25,1,False,Canada,Domestic
10029672,26–40,21,True,Canada,Domestic
97858685,18–25,5,False,Canada,Domestic
10043980,60+,7,False,Canada,Domestic
10004794,26–40,7,False,Canada,Domestic
41082006,18–25,2,False,Canada,Domestic
10009702,26–40,5,False,Canada,Domestic
10023060,26–40,1,False,Canada,Domestic
6065602,18–25,3,False,Canada,Domestic
10036524,18–25,6,False,Canada,Domestic
10022015,26–40,3,False,Canada,Domestic
10010179,41–60,5,False,Canada,Domestic
10002702,41–60,6,False,Canada,Domestic
36302750,18–25,6,False,USA,International
5061345,<18,6,False,Canada,Domestic
10017593,18–25,2,False,Canada,Domestic
35271373,18–25,8,False,Canada,Domestic
10006971,26–40,5,False,USA,International
94545671,18–25,5,False,Canada,Domestic
10028890,26–40,1,False,Canada,Domestic
89854086,18–25,2,False,Canada,Domestic
10030352,<18,4,False,Canada,Domestic
10001379,18–25,3,False,Canada,Domestic
10011601,18–25,6,False,Canada,Domestic
10020109,18–25,30,True,Canada,Domestic
10014882,<18,1,False,Canada,Domestic
10022264,18–25,7,False,Canada,Domestic
40790713,18–25,27,True,Canada,Domestic
10015714,18–25,7,False,Canada,Domestic
10008095,26–40,4,False,Canada,Domestic
57599184,18–25,1,False,Canada,Domestic
10037445,41–60,1,False,Canada,Domestic
10006850,26–40,1,False,Canada,Domestic
10041609,<18,8,False,Canada,Domestic
10040395,26–40,2,False,Canada,Domestic
10014680,41–60,6,False,USA,International
10003315,18–25,1,False,USA,International
59669270,26–40,1,False,Canada,Domestic
10031192,18–25,8,False,Canada,Domestic
77422989,26–40,8,False,Canada,Domestic
36566307,41–60,1,False,Canada,Domestic
78526046,26–40,8,False,Canada,Domestic
36235784,18–25,7,False,USA,International
10001449,18–25,6,False,Canada,Domestic
10041289,18–25,3,False,Canada,Domestic
10032449,41–60,4,False,Canada,Domestic
10022796,18–25,1,False,Canada,Domestic
22686712,<18,2,False,Canada,Domestic
10028191,41–60,3,False,Canada,Domestic
10017616,18–25,3,False,Canada,Domestic
10016802,18–25,1,False,Canada,Domestic
45437719,18–25,1,False,Canada,Domestic
10017955,18–25,5,False,Canada,Domestic
54299483,<18,3,False,Canada,Domestic
50345311,18–25,2,False,Canada,Domestic
3130872,18–25,3,False,Canada,Domestic
10032810,<18,8,False,Canada,Domestic
94382767,26–40,7,False,Canada,Domestic
10037996,26–40,6,False,Canada,Domestic
70154270,18–25,6,False,Canada,Domestic
10044335,18–25,1,False,Canada,Domestic
10021839,41–60,7,False,Canada,Domestic
10005126,18–25,7,False,Canada,Domestic
19761982,18–25,1,False,Canada,Domestic
60547845,18–25,8,False,Canada,Domestic
10023498,<18,8,False,Canada,Domestic
10039465,26–40,6,False,Canada,Domestic
10028158,18–25,6,False,Canada,Domestic
10022392,<18,5,False,Canada,Domestic
10030457,<18,2,False,USA,International
10027861,26–40,5,False,Canada,Domestic
10041239,18–25,8,False,Canada,Domestic
36815595,26–40,4,False,Canada,Domestic
10020230,18–25,3,False,Canada,Domestic
10032413,18–25,1,False,Canada,Domestic
10016799,18–25,5,False,Canada,Domestic
7390235,18–25,2,False,Canada,Domestic
10020468,18–25,4,False,Canada,Domestic
10022762,18–25,7,False,Canada,Domestic
90451498,<18,7,False,Canada,Domestic
10027536,41–60,6,False,Canada,Domestic
10035234,18–25,8,False,Canada,Domestic
10022298,18–25,1,False,China,International
95133698,18–25,26,True,Canada,Domestic
88838514,41–60,4,False,Canada,Domestic
62307122,<18,6,False,Canada,Domestic
10041602,26–40,1,False,Canada,Domestic
10031532,18–25,6,False,Canada,Domestic
64147394,41–60,8,False,Canada,Domestic
10036228,26–40,6,False,Canada,Domestic
10019473,18–25,2,False,Canada,Domestic
10019807,41–60,3,False,Canada,Domestic
42008619,18–25,4,False,USA,International
10040985,26–40,1,False,Canada,Domestic
2053722,18–25,6,False,USA,International
73707093,18–25,3,False,Canada,Domestic
41577402,41–60,1,False,Canada,Domestic
10001257,18–25,6,False,Canada,Domestic
28220288,18–25,3,False,Canada,Domestic
10036514,26–40,6,False,Canada,Domestic
39513427,18–25,1,False,Canada,Domestic
13914179,<18,6,False,Canada,Domestic
10032739,18–25,8,False,Canada,Domestic
10021398,18–25,2,False,Canada,Domestic
10007811,18–25,6,False,Canada,Domestic
10036675,26–40,3,False,Canada,Domestic
10018323,26–40,7,False,Canada,Domestic
43167702,18–25,6,False,Canada,Domestic
10002036,26–40,1,False,Canada,Domestic
10033621,18–25,8,False,Canada,Domestic
10041664,18–25,3,False,USA,International
10023140,26–40,6,False,Canada,Domestic
10026185,41–60,2,False,Canada,Domestic
73148540,<18,4,False,Canada,Domestic
99583478,18–25,6,False,Canada,Domestic
64469928,<18,1,False,Canada,Domestic
10019137,<18,5,False,Canada,Domestic
21625020,26–40,8,False,Canada,Domestic
10012071,26–40,1,False,Canada,Domestic
67952732,26–40,5,False,Canada,Domestic
10030573,18–25,2,False,Canada,Domestic
10019603,26–40,8,False,Canada,Domestic
10001591,<18,1,False,Canada,Domestic
10035314,18–25,4,False,Canada,Domestic
10020513,26–40,6,False,USA,International
10011302,41–60,4,False,Canada,Domestic
1767217,18–25,8,False,Canada,Domestic
10030026,18–25,5,False,Canada,Domestic
10033754,18–25,6,False,Canada,Domestic
10019275,<18,3,False,Canada,Domestic
10043865,18–25,4,False,Canada,Domestic
89907839,26–40,8,False,Canada,Domestic
10019951,18–25,7,False,India,International
10039597,18–25,6,False,Canada,Domestic
10019849,18–25,1,False,Canada,Domestic
10032361,18–25,1,False,Canada,Domestic
10025236,<18,1,False,Canada,Domestic
10005916,18–25,7,False,Canada,Domestic
54395232,18–25,6,False,Canada,Domestic
10031164,41–60,1,False,Canada,Domestic
10006958,41–60,2,False,Canada,Domestic
6192439,26–40,6,False,Canada,Domestic
10039593,41–60,1,False,Canada,Domestic
10027478,26–40,5,False,Canada,Domestic
10012303,26–40,8,False,Canada,Domestic
84140535,60+,22,True,Canada,Domestic
10014615,18–25,8,False,Canada,Domestic
6074739,41–60,21,True,Canada,Domestic
10020746,<18,1,False,Canada,Domestic
71226681,18–25,3,False,Canada,Domestic
10040654,<18,5,False,Canada,Domestic
72919993,18–25,4,False,Canada,Domestic
10019811,26–40,6,False,Canada,Domestic
95294989,26–40,1,False,Canada,Domestic
10011385,18–25,30,True,Canada,Domestic
10034848,18–25,7,False,USA,International
7708983,18–25,4,False,Canada,Domestic
36701396,18–25,8,False,Canada,Domestic
95054670,18–25,5,False,Canada,Domestic
10004061,18–25,4,False,Canada,Domestic
10005683,26–40,2,False,Canada,Domestic
10026656,18–25,8,False,Canada,Domestic
94772227,18–25,7,False,Canada,Domestic
57673698,18–25,5,False,Canada,Domestic
72174301,26–40,1,False,Canada,Domestic
27001711,18–25,3,False,Canada,Domestic
43280590,18–25,1,False,Canada,Domestic
10020820,41–60,5,False,Canada,Domestic
10034576,18–25,8,False,Canada,Domestic
10033665,41–60,6,False,India,International
83972585,18–25,5,False,Canada,Domestic
10025123,41–60,5,False,Canada,Domestic
75535629,26–40,6,False,Canada,Domestic
10043988,<18,3,False,Canada,Domestic
10031245,26–40,7,False,Canada,Domestic
10028533,18–25,8,False,Canada,Domestic
10003372,60+,5,False,USA,International
10034429,18–25,3,False,USA,International
85407255,18–25,6,False,Canada,Domestic
10001885,18–25,6,False,USA,International
10020177,18–25,1,False,Canada,Domestic
10031655,18–25,2,False,USA,International
43551887,18–25,6,False,Canada,Domestic
10023788,26–40,1,False,Canada,Domestic
10040181,18–25,1,False,Canada,Domestic
10038511,18–25,3,False,Canada,Domestic
10035390,18–25,8,False,Canada,Domestic
10037454,18–25,8,False,Canada,Domestic
89399781,18–25,3,False,Canada,Domestic
10030357,41–60,8,False,Canada,Domestic
90883630,60+,6,False,Canada,Domestic
10041952,<18,1,False,Canada,Domestic
50538537,18–25,3,False,USA,International
10033963,18–25,19,True,Canada,Domestic
10025101,41–60,3,False,Canada,Domestic
24839248,18–25,5,False,Canada,Domestic
10005148,18–25,5,False,Canada,Domestic
56993645,26–40,6,False,Canada,Domestic
26066806,18–25,1,False,Canada,Domestic
3581534,26–40,2,False,USA,International
96485854,26–40,8,False,USA,International
10027614,41–60,7,False,Canada,Domestic
10023642,26–40,7,False,Canada,Domestic
89077381,<18,6,False,USA,International
10040864,18–25,4,False,Canada,Domestic
10031346,18–25,5,False,Canada,Domestic
60940020,41–60,7,False,Canada,Domestic
10037990,18–25,7,False,Canada,Domestic
10042590,26–40,1,False,Canada,Domestic
10029720,26–40,8,False,Canada,Domestic
17174851,<18,1,False,Canada,Domestic
10033196,18–25,5,False,USA,International
53598184,41–60,5,False,China,International
74429413,18–25,19,True,Canada,Domestic
10000010,41–60,3,False,Canada,Domestic
76381178,18–25,3,False,USA,International
10002316,26–40,4,False,Canada,Domestic
10013729,41–60,1,False,Canada,Domestic
10019470,41–60,8,False,Canada,Domestic
10019435,60+,7,False,Canada,Domestic
10041914,18–25,8,False,Canada,Domestic
1883091,18–25,5,False,Canada,Domestic
10040377,18–25,27,True,Canada,Domestic
10008417,26–40,30,True,Canada,Domestic
45470052,18–25,6,False,Canada,Domestic
10004287,18–25,1,False,Canada,Domestic
10010819,26–40,7,False,Canada,Domestic
99469583,41–60,6,False,Canada,Domestic
10026258,18–25,2,False,Canada,Domestic
10033155,41–60,5,False,Canada,Domestic
56916850,18–25,3,False,Canada,Domestic
10006845,26–40,5,False,Canada,Domestic
10005403,18–25,7,False,Canada,Domestic
10037255,41–60,4,False,Canada,Domestic
10039458,18–25,8,False,Canada,Domestic
10013372,26–40,19,True,Canada,Domestic
21812630,26–40,4,False,Canada,Domestic
72248874,18–25,2,False,Canada,Domestic
10012868,18–25,6,False,Canada,Domestic
10017111,18–25,3,False,USA,International
84888607,26–40,8,False,Canada,Domestic
1691283,26–40,8,False,Canada,Domestic
5364880,18–25,5,False,Canada,Domestic
10004822,60+,2,False,Canada,Domestic
36537167,26–40,3,False,Canada,Domestic
23664360,<18,4,False,Canada,Domestic
10030911,18–25,2,False,Canada,Domestic
10041644,26–40,2,False,Canada,Domestic
10001309,18–25,3,False,Canada,Domestic
62362144,18–25,5,False,Canada,Domestic
10009492,18–25,30,True,Canada,Domestic
10003692,26–40,5,False,Canada,Domestic
88670174,41–60,4,False,Canada,Domestic
10035873,41–60,2,False,Canada,Domestic
10043208,18–25,3,False,Canada,Domestic
10016589,26–40,8,False,Canada,Domestic
156008,26–40,2,False,Canada,Domestic
10014079,26–40,4,False,Canada,Domestic
48129239,18–25,6,False,Canada,Domestic
27590768,<18,30,True,Canada,Domestic
65156408,41–60,8,False,Canada,Domestic
10011023,26–40,6,False,Canada,Domestic
59795524,18–25,3,False,Canada,Domestic
10023900,26–40,4,False,Canada,Domestic
10006853,<18,4,False,Canada,Domestic
73270625,18–25,8,False,Canada,Domestic
10023610,18–25,7,False,Canada,Domestic
18118301,26–40,8,False,Canada,Domestic
22086712,26–40,1,False,USA,International
10002930,<18,4,False,Canada,Domestic
76618598,26–40,6,False,Canada,Domestic
14100548,18–25,3,False,Canada,Domestic
39100310,<18,1,False,Canada,Domestic
23852390,26–40,5,False,Japan,International
10003476,26–40,6,False,Canada,Domestic
77748743,18–25,3,False,Canada,Domestic
10012402,26–40,7,False,Canada,Domestic
10039760,41–60,3,False,Canada,Domestic
61588555,<18,6,False,Canada,Domestic
25074440,41–60,3,False,Canada,Domestic
10004869,41–60,1,False,Japan,International
10044474,18–25,4,False,Canada,Domestic
10030205,26–40,8,False,Canada,Domestic
10023646,41–60,3,False,Canada,Domestic
69671633,18–25,4,False,Canada,Domestic
43974524,18–25,3,False,Canada,Domestic
10029500,18–25,1,False,Canada,Domestic
10012848,60+,3,False,Canada,Domestic
10040651,<18,2,False,Canada,Domestic
10013082,18–25,7,False,Canada,Domestic
36040562,18–25,5,False,Canada,Domestic
10042051,18–25,8,False,Canada,Domestic
28520122,26–40,2,False,Canada,Domestic
66895346,26–40,7,False,Canada,Domestic
10030600,41–60,28,True,USA,International
99316187,18–25,6,False,Canada,Domestic
10012384,26–40,8,False,Canada,Domestic
84662794,41–60,6,False,Canada,Domestic
61041383,<18,8,False,Canada,Domestic
38429514,<18,6,False,Canada,Domestic
10030774,18–25,23,True,Canada,Domestic
10005907,18–25,6,False,Canada,Domestic
10012476,18–25,3,False,Canada,Domestic
51925111,18–25,30,True,USA,International
10034628,60+,5,False,Canada,Domestic
44434237,<18,4,False,Canada,Domestic
42457009,<18,6,False,USA,International
77232665,18–25,1,False,Canada,Domestic
10013346,60+,4,False,Canada,Domestic
10041754,<18,3,False,Canada,Domestic
10027250,18–25,7,False,Canada,Domestic
10003651,60+,7,False,Canada,Domestic
10039501,26–40,3,False,Canada,Domestic
36613437,18–25,2,False,USA,International
10035815,41–60,1,False,Canada,Domestic
10031599,<18,5,False,Canada,Domestic
10010455,18–25,3,False,Canada,Domestic
10041191,18–25,3,False,Canada,Domestic
10018327,26–40,3,False,Canada,Domestic
93756673,18–25,8,False,USA,International
10023695,26–40,8,False,Canada,Domestic
10038488,18–25,8,False,Canada,Domestic
10006213,26–40,3,False,USA,International
10023686,18–25,7,False,Canada,Domestic
10006993,26–40,5,False,USA,International
76664421,26–40,2,False,Canada,Domestic
10004729,18–25,5,False,Canada,Domestic
10017781,18–25,4,False,Canada,Domestic
10002940,26–40,6,False,USA,International
95815660,18–25,4,False,Canada,Domestic
10033962,18–25,4,False,Canada,Domestic
10002071,26–40,5,False,Canada,Domestic
10042992,26–40,3,False,Canada,Domestic
15774194,26–40,3,False,Canada,Domestic
2935094,26–40,2,False,Canada,Domestic
10002403,26–40,3,False,Canada,Domestic
55953479,18–25,3,False,Canada,Domestic
10038310,26–40,25,True,Canada,Domestic
10021296,18–25,2,False,USA,International
10037947,18–25,1,False,Japan,International
10011708,<18,8,False,Canada,Domestic
10043057,18–25,3,False,USA,International
10022644,18–25,7,False,Canada,Domestic
10014515,18–25,5,False,Canada,Domestic
10025312,18–25,3,False,Canada,Domestic
10019761,26–40,6,False,Canada,Domestic
17325152,26–40,5,False,Canada,Domestic
73506887,18–25,8,False,Canada,Domestic
10025925,18–25,7,False,Canada,Domestic
10005072,26–40,7,False,Canada,Domestic
78603975,26–40,1,False,Canada,Domestic
10005598,18–25,7,False,Canada,Domestic
10003497,26–40,5,False,Canada,Domestic
10040893,41–60,4,False,Canada,Domestic
10009325,18–25,6,False,Canada,Domestic
71924337,26–40,4,False,Canada,Domestic
20567774,18–25,6,False,Canada,Domestic
23209949,18–25,3,False,Canada,Domestic
10044372,41–60,4,False,Canada,Domestic
66874043,41–60,7,False,Canada,Domestic
10017952,18–25,5,False,Canada,Domestic
10000439,<18,1,False,USA,International
82579876,26–40,1,False,USA,International
91248205,<18,2,False,Canada,Domestic
14129367,60+,4,False,Canada,Domestic
10001832,18–25,1,False,USA,International
10020674,26–40,2,False,Canada,Domestic
10028783,41–60,2,False,Canada,Domestic
62268732,26–40,1,False,Canada,Domestic
10032313,18–25,8,False,USA,International
63624633,18–25,5,False,Canada,Domestic
10029346,18–25,4,False,USA,International
92971499,26–40,5,False,Canada,Domestic
10000982,<18,8,False,Canada,Domestic
10018246,26–40,1,False,Canada,Domestic
68036918,26–40,5,False,Canada,Domestic
77481363,18–25,4,False,Canada,Domestic
43144170,26–40,5,False,USA,International
10012646,41–60,2,False,Canada,Domestic
10036292,26–40,5,False,Canada,Domestic
42745680,<18,5,False,Canada,Domestic
10029042,18–25,1,False,Canada,Domestic
10012789,41–60,1,False,Canada,Domestic
10031555,18–25,3,False,Canada,Domestic
38949926,18–25,4,False,Canada,Domestic
52652470,18–25,6,False,Canada,Domestic
10032495,18–25,21,True,Canada,Domestic
10029913,18–25,2,False,Canada,Domestic
10031762,26–40,30,True,Canada,Domestic
10005312,18–25,2,False,Canada,Domestic
63827440,18–25,17,True,Canada,Domestic
10036719,60+,1,False,Canada,Domestic
10022435,18–25,6,False,USA,International
74202523,18–25,2,False,Canada,Domestic
33662105,<18,3,False,USA,International
10031675,<18,7,False,Canada,Domestic
10002520,26–40,24,True,Canada,Domestic
10043856,18–25,5,False,Canada,Domestic
10025427,26–40,7,False,Canada,Domestic
10020632,18–25,3,False,India,International
10038164,18–25,1,False,South Korea,International
10003538,18–25,7,False,Canada,Domestic
19399506,18–25,6,False,Canada,Domestic
10017972,18–25,4,False,USA,International
10012395,18–25,3,False,Canada,Domestic
10022719,18–25,3,False,Canada,Domestic
10023436,60+,7,False,Canada,Domestic
10021942,26–40,4,False,Canada,Domestic
10016330,26–40,8,False,Canada,Domestic
10019959,60+,16,True,Canada,Domestic
10001028,18–25,7,False,Canada,Domestic
10037089,26–40,5,False,Canada,Domestic
10002389,41–60,7,False,Canada,Domestic
93991242,<18,7,False,Canada,Domestic
10025621,18–25,4,False,Canada,Domestic
10021704,18–25,3,False,Canada,Domestic
34466078,26–40,4,False,Canada,Domestic
59015094,18–25,1,False,Japan,International
46710187,26–40,7,False,USA,International
54334573,18–25,18,True,Canada,Domestic
10004476,18–25,7,False,Canada,Domestic
69763280,18–25,6,False,Canada,Domestic
32573861,26–40,8,False,Canada,Domestic
10025295,26–40,5,False,Canada,Domestic
10029468,41–60,2,False,USA,International
32044214,18–25,2,False,Canada,Domestic
10000328,26–40,7,False,Canada,Domestic
10033978,26–40,4,False,USA,International
10005193,26–40,6,False,Canada,Domestic
90407386,26–40,6,False,Canada,Domestic
112455,26–40,5,False,USA,International
23644295,18–25,4,False,Canada,Domestic
10004588,18–25,4,False,Canada,Domestic
10023504,18–25,7,False,USA,International
10037140,60+,1,False,Canada,Domestic
51095856,18–25,6,False,Canada,Domestic
37841470,18–25,3,False,Canada,Domestic
3001076,26–40,8,False,South Korea,International
10039262,18–25,26,True,Canada,Domestic
10027148,18–25,5,False,Canada,Domestic
92208662,26–40,6,False,Canada,Domestic
10034561,18–25,23,True,Canada,Domestic
10043852,26–40,7,False,Canada,Domestic
10030894,26–40,8,False,Canada,Domestic
93441815,26–40,2,False,India,International
97309755,41–60,5,False,Canada,Domestic
98447932,18–25,7,False,Canada,Domestic
10003839,18–25,5,False,USA,International
10005050,41–60,30,True,Canada,Domestic
82779202,18–25,2,False,Canada,Domestic
38296990,26–40,3,False,Canada,Domestic
75403941,18–25,2,False,Canada,Domestic
10042168,26–40,6,False,Canada,Domestic
79288451,26–40,6,False,Canada,Domestic
10017383,26–40,8,False,Canada,Domestic
44674323,26–40,5,False,Canada,Domestic
10032025,41–60,1,False,Canada,Domestic
84018270,26–40,4,False,Canada,Domestic
10022668,41–60,25,True,Canada,Domestic
10029247,18–25,1,False,Canada,Domestic
10006447,26–40,8,False,Canada,Domestic
30385722,<18,7,False,Canada,Domestic
10005561,41–60,5,False,Canada,Domestic
10014342,18–25,2,False,Canada,Domestic
10017996,18–25,3,False,Canada,Domestic
9256659,18–25,4,False,Canada,Domestic
10028362,18–25,3,False,Canada,Domestic
54699588,41–60,5,False,Canada,Domestic
69795781,26–40,7,False,Canada,Domestic
25840685,26–40,3,False,Canada,Domestic
99411323,18–25,3,False,Canada,Domestic
10013128,26–40,2,False,Canada,Domestic
8603926,41–60,6,False,Canada,Domestic
4668263,41–60,1,False,Canada,Domestic
10001383,18–25,2,False,Canada,Domestic
10016975,26–40,4,False,Canada,Domestic
92705867,60+,7,False,USA,International
10008726,18–25,5,False,USA,International
10036624,26–40,6,False,Canada,Domestic
10040158,26–40,8,False,Canada,Domestic
78072464,26–40,1,False,Canada,Domestic
43090188,<18,8,False,USA,International
10009732,60+,16,True,Canada,Domestic
10044503,18–25,2,False,Canada,Domestic
10003323,18–25,4,False,Canada,Domestic
10009715,26–40,4,False,Canada,Domestic
10036299,<18,8,False,Canada,Domestic
10021517,26–40,1,False,Canada,Domestic
10018332,18–25,6,False,Canada,Domestic
